filename,chapter_id,chapter_name_he,image_set,image_number,placement,alt_he,alt_en,subchapter,identification_method
book_g45_061.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,61,gallery,פנחס בגן פרחים כתום-אדום,Pinchas in orange-red flower garden,elder_years,manual_visual_review
book_g45_062.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,62,gallery,פרלה ופנחס רוכבים על פיל - טיול בתאילנד/הודו,Perla and Pinchas riding elephant - Thailand/India trip,exotic_trips,manual_visual_review
book_g45_063.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,63,gallery,פרלה בפיקניק משפחתי ביער - עם עיתון ישראלי,Perla at family picnic in forest - with Israeli newspaper,family_events,manual_visual_review
book_g45_064.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,64,gallery,פרלה ופנחס המבוגרים - זוגיות בערוב היום,Elder Perla and Pinchas - love in twilight years,enduring_love,manual_visual_review
book_g45_065.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,65,gallery,פרלה ופנחס באירוע חגיגי - חליפה וכחול,Perla and Pinchas at gala event - suit and blue,formal_events,manual_visual_review
book_g45_066.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,66,gallery,רחוב במרוקו - בתים אדומים ודקלים - שיבה לשורשים,Moroccan street - red houses and palm trees - return to roots,morocco_return,manual_visual_review
book_g45_067.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,67,gallery,פנחס ופרלה עם חברה באוהל מרוקאי מסורתי,Pinchas and Perla with friend in traditional Moroccan tent,morocco_return,manual_visual_review
book_g45_068.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,68,gallery,חתונה מרוקאית מסורתית - שיבה לשורשים,Traditional Moroccan wedding - return to roots,morocco_return,manual_visual_review
book_g45_069.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,69,gallery,פרלה בחנות מרוקאית עם כלי נחושת וכסף,Perla in Moroccan shop with brass and silver artifacts,morocco_return,manual_visual_review
book_g45_071.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,71,gallery,דיוקן רשמי של פרלה ופנחס במסגרת אובלית,Official portrait of Perla and Pinchas in oval frame,portraits,manual_visual_review
book_g45_072.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,72,gallery,פרלה ופנחס בחתונת נכד - שמלה כחולה נוצצת,Perla and Pinchas at grandchild's wedding - shiny blue dress,next_gen_weddings,manual_visual_review
book_g45_073.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,73,gallery,פרלה ופנחס בסעודה חגיגית - מחרוזת פנינים,Perla and Pinchas at festive dinner - pearl necklace,formal_events,manual_visual_review
